link,title,description,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
https://study.com/academy/lesson/product-safety-definition-lesson-quiz.html,"Product Safety Definition, Regulations & Importance","Learn about product safety. Understand what the product safety standards are, learn what the CPSC regulates, and identify the importance of product safety.�",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
https://assets.publishing.service.gov.uk/media/5a82c44fe5274a2e8ab593ed/Full_Report_Growing_a_Culture_of_Social_Impact_Investing_in_the_UK.pdf,Growing a culture of social impact investing in the UK,"There is a strong and growing interest among individuals in seeing their savings and investments do social good, as well as produce a financial return.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.oecd.org/finance/ESG-Investing-Practices-Progress-Challenges.pdf,"ESG Investing: Practices, Progress and Challenges","Forms of sustainable finance have grown rapidly in recent years, as a growing number of institutional investors and funds incorporate various Environmental, Social and Governance (ESG) investing approaches. While the mainstreaming of forms of sustainable finance is a welcome development, the terminology and practices associated with ESG investing vary considerably",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.impacteurope.net/sites/www.evpa.ngo/files/publications/EVPA_Impact_Strategies_2018.pdf,IMPACT STRATEGIES How Investors Drive Social Impact,"Recognising the differences though is important to make both spaces more transparent on intentions, better align shareholders, manage expectations towards investees, and create the right setting to collaborate with other types of capital providers.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://business.cornell.edu/hub/2021/08/24/impact-esg-corporate-culture-company-performance/,The impact of ESG and corporate culture on company performance,"Investors have been pouring a record amount of money into funds that focus on environmental, social, and governance (ESG) issues and the trend doesn�t seem to be slowing down.�",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.imd.org/reflections/esg-environmental-social-and-governance-investing-explained/,"ESG: environmental, social and governance investing explained",ESG investing has gained popularity in recent years as institutional investors and individuals realize the significance of considering more than just financial returns.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://treasury.gov.au/sites/default/files/2019-03/C2017-002_Social_Impact_Investing_DP.pdf,Social Impact Investing Discussion Paper,Taking a social impact investment approach provides the Australian Government with an opportunity to fund �what works� and reinvest spending that would otherwise not achieve beneficial outcomes.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.mdpi.com/2071-1050/15/3/2031,Predicting Efficiency of Innovative Disaster Response Practices: Case Study of China�s Corporate Philanthropy,"Corporate philanthropy is significant because gifts are viewed as a means to enhance the image of a business organization in an era of intense competition. Taking into account the corporations listed on the Shenzhen stock exchanges, this research reveals that environmentally unfriendly enterprises have been exhibiting more altruistic behavior to counterbalance the negative image that has resulted from their massive emission of pollutants.�",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://brill.com/view/journals/puan/4/1/article-p51_003.xml?language=en,"Giving as �De-Risking�: Philanthropy, Impact Investment and the Pandemic Response","In this article, we argue that�covax�represents a pandemic response grounded in the claim that solutions for combating�covid-19 and ameliorating its effects on the world�s poorest need not pose a risk to the accumulation of corporate and financial wealth",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://www.jstor.org/stable/20159168,The Relationship between Corporate Philanthropy and Shareholder Wealth: A Risk Management Perspective,"�(1) corporate philanthropy can generate positive moral capital among communities and stakeholders, (2) moral capital can provide shareholders with insurance-like protection for a firm's relationship-based intangible assets, and (3) this protection contributes to shareholder wealth.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://initiatives.weforum.org/humanitarian-and-resilience-investing-initiative/home-2,Humanitarian and Resilience Investing Initiative,The HRI Initiative was launched in 2019 as an approach to unlock social impact investing in frontier markets with the goal to measurably benefit and increase the resilience of at-risk and crisis-hit communities.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://www.researchgate.net/publication/237244371_Sponsorship_and_CSR_Is_there_a_link_A_conceptual_framework,Sponsorship and CSR: Is there a link? A conceptual framework,"A prolific stream of research has demonstrated the unique potential of sports sponsorship to contribute to corporate image and to influence audiences around the world. Meanwhile, the concept of corporate social responsibility (CSR) has increasingly been identified in the literature for its potential to deliver a degree of competitive advantage.�",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://iris.thegiin.org/introduction/?gad_source=1&gclid=CjwKCAjwxLKxBhA7EiwAXO0R0MgzZbDNBaiYQ1sZYF0pKr0637WeGYLimh0JKtiaUZKVUdBbr5hmdhoCKAMQAvD_BwE,An Introduction to Impact Measurement and Management,"Impact measurement and management (IMM) is integral to making effective impact investments. It includes identifying and considering the positive and negative effects one�s investment approaches have on people and the planet, and then figuring out ways to mitigate the negative and maximize the positive in alignment with one�s goals.�",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://www.cambridgeassociates.com/en-as/impact-investing/?utm_source=google&utm_medium=cpc&utm_campaign=impact-investing-asia&utm_content=impact-investing&gad_source=1&gclid=CjwKCAjwxLKxBhA7EiwAXO0R0I7jYn-83PUg013KFUgk5FSEa1_STA6_hilKTM8axO85rfmxnPZIbRoCQEkQAvD_BwE,Sustainable & Impact Investing at Cambridge Associates,"Our sustainable & impact investing (SII) team is well embedded in our global research platform to source and evaluate sustainability, impact, and manager diversity across all asset classes. We also have environmental, social, and governance (ESG) factors integrated in due diligence across all asset classes.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://www.researchgate.net/publication/329260849_A_Responsibility_to_Profit_Social_Impact_Bonds_as_a_Form_of_Humanitarian_Finance,A Responsibility to Profit? Social Impact Bonds as a Form of �Humanitarian Finance�,"instead of relying on sentimental stories, the project was animated by a results-oriented, technocratic culture geared at solving social problems (rather than just alleviating suffering)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
https://disasterphilanthropy.org/disasters/gaza-israeli-humanitarian-crisis/?gad_source=1&gclid=CjwKCAjwxLKxBhA7EiwAXO0R0G0_5t9vBtdnIeBSuSYedA7Sd8aj6-EPJEME7k_bSxSuSF5QpTLzqxoC-AsQAvD_BwE,Gaza-Israeli Humanitarian Crisis,"Humanitarian access into and around Gaza remains hindered; insecurity, bureaucracy and a near-total blockade � including restrictions on the movement of people and what is allowed to be imported � have severely limited and, in some cases, stopped the delivery of humanitarian aid. More than 100 aid workers have been killed, and thousands more continue to work in increasingly difficult conditions.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://reliefweb.int/report/world/disasters-and-inequality-are-two-sides-same-coin,Disasters and inequality are two sides of the same coin,Fighting inequality for a resilient future is the theme of this year�s International Day for Disaster Risk Reduction. It highlights the vicious cycle between disasters and inequality � which WMO and partners are trying to repair through the Early Warnings for All initiative.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.unisdr.org/files/8545_povertyreduction1.pdf,Poverty Alleviation and Disaster Risk Reduction Poverty Alleviation and Disaster Risk Reduction,"Poverty is declining in the rest of the world, but it is on the rise in Africa. Yet, increased poverty means increased disaster risk. Because the poor have few options regarding where to live and how to survive, they are the most exposed and most vulnerable to disasters. In addition, funds destined to poverty reduction are generally diverted to disaster response. Meanwhile, increased disaster risk in turn may lead to disasters and disasters create greater poverty.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.mdpi.com/2227-7072/12/1/13,"Board Structure, CEO Equity-Based Compensation, and Financial Performance: Evidence from MENA Countries","The significance of corporate governance mechanisms lies in the fact that they help to ensure that management acts in the best interests of all stakeholders, and they give investors greater confidence by encouraging both transparency and accountability",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
https://www.sciencedirect.com/science/article/pii/S0304405X98000580,"Corporate governance, chief executive officer compensation, and firm performance","Critics of CEO compensation practices argue that because the board of directors is influenced by the CEO, the board does not structure the CEO's compensation package to maximize value for outside shareholders.�",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
https://onlinelibrary.wiley.com/doi/10.1111/j.1540-6261.2008.01433.x,CEO Compensation and Board Structure,The decrease in compensation is particularly pronounced in the subset of affected firms with no outside blockholder on the board and in affected firms with low concentration of institutional investors. Our results suggest that the new board requirements affected CEO compensation decisions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
https://papers.ssrn.com/sol3/papers.cfm?abstract_id=830244,Board Compensation and Firm Performance: The Role of 'Independent' Board Members,"This paper examines the link between firm performance, board structure and top executive pay. We use a panel of firms from the Portuguese Stock Market, where the institutional context differs markedly from the U.K. and U.S., but is very similar to most other European countries. The standard organizational structure is a single-tier board, which includes the CEO as well as executive and non-executive members. The results confirm a large effect of firm size on top executive compensation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
https://www.sciencedirect.com/science/article/abs/pii/S1042444X07000163,EC: Board compensation and firm performance: The role of �independent� board members,"The growth in executive pay over the past decade has increased the focus on executive compensation. Around the world, there is now a debate on the levels and quality of publicly traded companies� compensation arrangements (e.g., Bebchuk and Fried, 2003, Hall and Liebman, 1998, Conyon and Murphy, 2000). This topic has become even more relevant after recent corporate scandals and the central role that top executives played in them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
https://www.oecd.org/corporate/ca/corporategovernanceprinciples/2484854.pdf,Shareholder Rights and the Equitable Treatment of Shareholders,Shareholder Rights and the Equitable Treatment of Shareholders,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
https://www.researchgate.net/publication/378775272_Corporate_Social_Responsibility_and_Shareholder_Activism_Legal_Implications,Corporate Social Responsibility and Shareholder Activism: Legal Implications,"The coming together of shareholders participating and corporate governance, which is essential to Corporate Social Responsibility (CSR), has created a complicated and detailed environment full of critical legal consequences.�",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
https://www.researchgate.net/publication/294470236_Corporate_Governance_and_Corruption_A_Comparative_Study_of_Southeast_Asia,Corporate Governance and Corruption: A Comparative Study of Southeast Asia,the Indonesian corporate governance institutional framework is less stringent compared to Malaysia and Thailand. This condition provides a favorable environment for corruption to persist because the standards and practices are less demanding and the companies do not necessarily have to comply with the existing regulatory framework.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
https://onlinelibrary.wiley.com/doi/10.1111/ablj.12134,The Transparency Trap: Non-Financial Disclosure and the Responsibility of Business to Respect Human Rights,This article examines the potential for transparency programs to improve corporations� human rights performance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
https://www.mdpi.com/2071-1050/11/16/4491,Board Directors� Expertise and Corporate Corruption Disclosure: The Moderating Role of Political Connections,"Professional expert directors extensively influence corporate corruption disclosure (CCD), while higher political connections may exacerbate corporate management.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
https://www.hkicpa.org.hk/professionaltechnical/corporategov/Guide_Eng.pdf,Internal Control and Risk Management,Enhancing corporate governance is not simply a matter of imposing rules and laws but about promoting and developing an ethical and healthy corporate culture.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
https://www.outokumpu.com/en/investors/governance/risk-management,Internal control system and risk management,"The main purpose of the internal control system is to provide management and the Board of Directors with reasonable assurance regarding the achievement of objectives relating to the Group�s operations, reporting and compliance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
https://www.sciencedirect.com/science/article/pii/S2405844023052106,Internal controls driven by mindfulness toward enhanced ethical behaviors: Empirical evidence from Vietnam,This study develops and tests a moderated mediation model regarding the effectiveness of internal control structure on organizational ethical�behaviors�via the mediating role of internal control effectiveness and the moderating role of organizational�mindfulness�in the relationship between internal control structure and internal control effectiveness.�,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
https://apps.who.int/gb/pbac/pdf_files/pbac38/pbac38_5-en.pdf,"Compliance, risk management and ethics: annual report","WHO continues to follow up on its commitment to transparency and accountability in all its work, with the aim of ensuring that it is able to fulfil its mission, in accordance with WHO�s priorities and the Thirteenth General Programme of Work, 2019?2025. The Secretariat continues to make steady progress in promoting and fostering ethical principles as the basis of WHO�s work, establishing a culture of positive risk management in the Organization and improving accountability internally as well as to Member States.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0
https://www.repsol.com/content/dam/repsol-corporate/en_gb/sostenibilidad/policies/repsol-code-of-ethics-and-business-conduct-2023.pdf,Code of Ethics and Business Conduct,"The communications received in the Ethics and Compliance Channel will be treated in an effective and confidential manner, guaranteeing in all cases the confidentiality of the identity of the informant and of any third party mentioned in the report, as well as of the actions carried out in the management and processing of such reports or in the investigations initiated as a result thereof.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
https://www.clpgroup.com/content/dam/clp-group/channels/about/document/value-framework/CLP_Code_of_Conduct_EN.pdf.coredownload.pdf,Code of Conduct,"The Company�s Code of Conduct (�Code�) is the document that translates our commitments to all our stakeholders into a set of formal written requirements. It puts all employees under specific obligations, adding more stringent obligations for certain individuals. It reminds us that the Company is committed to acting with integrity in all its activities. In other words, we care how results are obtained, not just that they are obtained. This is right in itself and is also a vital company asset that helps our business prosper. This helps build the trust that has ensured our continued expansion for more than a century.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
https://www.accenture.com/it-it/about/governance/political-contributions-policy,Political contributions and lobbying policy,"Transparency and accountability are embedded into Accenture�s public policy, political spending and lobbying actions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
https://deepblue.lib.umich.edu/bitstream/handle/2027.42/167737/Jessie%20Li.pdf?sequence=1&isAllowed=y,An Ethical Evaluation of Corporate Lobbying Practices: A Case Study on Facebook Inc�s Lobbying Strategies,"As people are increasingly more reliant on the services provided by American technology giants, concern about technology companies� increasing power and the consuming public�s decreasing power to hold tech companies accountable for their actions is more apparent.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
https://www.investor.nexteraenergy.com/~/media/Files/N/NEE-IR/2023/nee-code-of-conduct.pdf,Code of business conduct and ethics,Introduction: Doing Well by Doing Good ............5 The Purpose of Our Code ................................5 Who is Expected to Follow Our Code ..............5 Where is Our Code Applicable .........................6   Ethical Responsibilities .....................................6 Personal Commitment ......................................7 Non-Retaliation Commitment ...........................8 Investigations and Consequences ...................8 Investigation Process .......................................9 Legal Responsibilities .......................................9 We Are Committed to Excellence .....................10 Federal Energy Regulatory  Commission (FERC) .......................................10  Florida Public Service Commission (FPSC)....10 FERC Standards Of Conduct .........................10   FERC Affiliate Restrictions .............................10 FERC Cross-Subsidization Rules ...................10 North American Electric Reliability  Corporation (NERC) Reliability Standards ......11 State Compliance Codes of Conduct ............11 We Maintain Accurate Records ......................11 Records Retention ..........................................12 Internal and External Audits ...........................12 Government Investigations and  Other Inquiries ................................................12 We Observe Securities Law ............................12 We Safeguard Company Assets  and Information ..............................................14 Confidential and Proprietary Information .......15 Intellectual Property ........................................17 We Use Company Technologies  Responsibly ....................................................17 Cybersecurity .................................................18 We Do the Right Thing .......................................19 We Protect the Environment ...........................19 We Avoid Conflict of Interest Situations .........20 Personal Relationships ...................................21 Competing Against NextEra Energy ...............21 Holding Significant Outside  Financial Interests ...........................................23 Disclosing Conflicts ........................................23 We Exchange Business Courtesies  Ethically ..........................................................24 We Do Not Resort to Corruption or  Bribery ............................................................25 We Comply with International Trade Laws .....27 We Give Back to Our Communities ................28 Political Participation Process ........................28 Non-Solicitation ..............................................29 We Communicate Truthfully with the  Public ..............................................................30 Social Media ...................................................30 We Treat People With Respect ..........................32 We Value Our Fellow Employees ....................32 Discrimination and Harassment .....................32 Human Rights .................................................34 Providing a Safe and Secure Workplace ........34 We Compete with Integrity .............................36 We Treat Our Customers and  Suppliers Fairly ...............................................37 We Protect Our Third Parties�  Information and Property ................................37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
https://www.opensecrets.org/news/2013/06/privacy-issues-2013/,"Cybersecurity, Privacy Issues Spurred Lobbying Even Before NSA Programs Revealed","National Security Agency was collecting data on millions of phone calls made through Verizon and also running an Internet surveillance program that targets foreign nationals via major online corporations, it appears inevitable that the issue of electronic privacy � already a hot topic in 2012 � will vault to near the top of the lobbying charts in 2013.�",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
https://ec.europa.eu/environment/pdf/waste/studies/climate_change.pdf,Waste management options and climate change,The study assesses climate change impacts in terms of net fluxes of greenhouse gases from various combinations of options used for the management of MSW,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://wedocs.unep.org/bitstream/handle/20.500.11822/8648/Waste&ClimateChange.pdf?sequence=3,Waste and Climate Change,"The framework strategy is intended to align with the internationally recognised waste management hierarchy, in which waste prevention receives the highest priority, to optimise the co-benefits for climate change mitigation.",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.oecd.org/environment/plastics/Policy-Highlights-Climate-change-and-plastics-pollution-Synergies-between-two-crucial-environmental-challenges.pdf,Climate change and plastics pollution ,"Waste management practices also affect the GHG intensity of plastics via their end-of-life treatment. In 2019, emissions from incineration accounted for 70% of total end-of-life emissions while those from recycling accounted for 22%. Recycling plastics reduces GHG emissions by lowering the demand for primary plastics, which have a higher carbon footprint.",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://portal.ct.gov/deep/reduce-reuse-recycle/climate-change/climate-change-and-waste,Climate Change and Waste,Rising levels of greenhouse gases in the Earth�s atmosphere are already changing our climate. Some of these emission increases can be traced directly to our solid waste.�,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://minamataconvention.org/climatechange-report/,"Chemicals, wastes and climate change: Interlinkages and potential for coordinated action","This report presents a comprehensive technical review of the literature on climate change and hazardous chemicals management, towards identifying a set of opportunities for simultaneously addressing these two critical elements of the broader sustainability challenge.",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://archive.epa.gov/epawaste/nonhaz/municipal/web/pdf/climfold.pdf,Climate Change and Waste Reducing Waste Can Make a Difference,"The manufacture, distribution, and use of products�as well as management of the resulting waste�all result in emissions of greenhouse gases that affect the Earth�s climate. Waste prevention and recycling are real ways to help address climate change.",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9566108/,Environmental Sustainability Impacts of Solid Waste Management Practices in the Global South,"Effective SWM mitigates adverse health and environmental impacts, conserves resources, and improves the livability of cities. However, unsustainable SWM practices, exacerbated by rapid urbanization and financial and institutional limitations, negatively impact public health and environmental sustainability.�",1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://www.ciwem.org/assets/pdf/Policy/Policy%20Position%20Statement/Waste-Management-and-Climate-Change.pdf,Waste Management and Climate Change,This Policy Position Statement (PPS) considers the impact of climate change on waste management and how to reduce the risks of waste and resources management contributing to climate change.,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://www.catf.us/2022/09/how-our-trash-contributes-to-climate-change/,How our trash contributes to climate change � and what we can do about it�,The climate impacts of our trash are becoming harder to ignore. The waste sector is one of three key methane emitting sectors � following agriculture and oil and gas � and�is responsible for about 20% of human-driven methane emissions globally.,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1